"","group","taxonomy"
"19","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae;Bryobacter;aggregatus"
"20","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Acidobacterium;ailaaui"
"21","aerobic_chemoheterotrophy;chemoheterotrophy;xylanolysis","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Acidobacterium;capsulatum"
"22","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Bryocella;elongata"
"23","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter;acidisoli"
"24","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter;aggregans"
"25","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter;bradus"
"26","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter;dinghuensis"
"27","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter;flagellatus"
"28","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter;modestus"
"29","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter;paludis"
"30","aerobic_chemoheterotrophy;cellulolysis;chemoheterotrophy;fermentation;xylanolysis","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Telmatobacter;bradus"
"31","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Terriglobus;albidus"
"32","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Terriglobus;aquaticus"
"33","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Terriglobus;roseus"
"34","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Terriglobus;saanensis"
"35","aerobic_chemoheterotrophy;chemoheterotrophy","Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Terriglobus;tenax"
"36","chemoheterotrophy;fermentation;iron_respiration;manganese_respiration","Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Thermoanaerobaculum;aquaticum"
"37","chemoheterotrophy","Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Luteitalea;pratensis"
"38","chemoheterotrophy","Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacter;silvestris"
"39","dark_iron_oxidation","Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidimicrobium;ferrooxidans"
"40","dark_iron_oxidation","Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrimicrobium;acidiphilum"
"41","dark_iron_oxidation","Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrithrix;thermotolerans"
"42","aerobic_chemoheterotrophy;chemoheterotrophy;iron_respiration","Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiales-No-Family;Aciditerrimonas;ferrireducens"
"43","aerobic_chemoheterotrophy;chemoheterotrophy;denitrification;nitrate_denitrification;nitrate_reduction;nitrate_respiration;nitrite_denitrification;nitrite_respiration;nitrogen_respiration","Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia;majanohamensis"
"44","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Ilumatobacter;fluminis"
"45","aerobic_chemoheterotrophy;cellulolysis;chemoheterotrophy","Actinomycetota;Actinomycetes;Acidothermales;Acidothermaceae;Acidothermus;cellulolyticus"
"46","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinobaculum;suis"
"47","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;acetigenes"
"48","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;bovis"
"49","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;bowdenii"
"50","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;capricornis"
"51","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;catuli"
"52","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;dentalis"
"53","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;denticolens"
"54","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;faecalis"
"55","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;gaoshouyii"
"56","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;gerencseriae"
"57","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;graevenitzii"
"58","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;haliotis"
"59","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;howellii"
"60","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;israelii"
"61","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;johnsonii"
"62","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;lilanjuaniae"
"63","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;marmotae"
"64","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;massiliensis"
"65","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;naeslundii"
"66","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;oricola"
"67","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;oris"
"68","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;procaprae"
"69","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;qiguomingii"
"70","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;radicidentis"
"71","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;respiraculi"
"72","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;ruminicola"
"73","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;slackii"
"74","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;stomatis"
"75","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;timonensis"
"76","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;trachealis"
"77","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;urogenitalis"
"78","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;viscosus"
"79","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;vulturis"
"80","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;weissii"
"81","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;wuliandei"
"82","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium;bovis"
"83","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium;buesumense"
"84","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium;canis"
"85","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium;haemolyticum"
"86","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium;hippocoleae"
"87","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium;phocae"
"88","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium;phocisimile"
"89","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium;pinnipediorum"
"90","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium;pluranimalium"
"91","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium;wilhelmae"
"92","animal_parasites_or_symbionts;human_associated;human_gut;mammal_gut","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Mobiluncus;curtisii"
"93","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Mobiluncus;mulieris"
"94","nitrate_reduction","Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Varibaculum;cambriense"
"95","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Aeriscardovia;aeriphila"
"96","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia;omnicolens"
"97","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;actinocoloniiforme"
"98","animal_parasites_or_symbionts;chemoheterotrophy;fermentation;human_associated;human_gut;mammal_gut","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;adolescentis"
"99","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;aemilianum"
"100","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;aerophilum"
"101","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;aesculapii"
"102","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;amazonense"
"103","animal_parasites_or_symbionts;chemoheterotrophy;fermentation;human_associated;human_gut;mammal_gut","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;angulatum"
"104","animal_parasites_or_symbionts;chemoheterotrophy;fermentation;human_associated;human_pathogens_all","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;animalis"
"105","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;anseris"
"106","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;apis"
"107","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;apousia"
"108","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;apri"
"109","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;aquikefiri"
"110","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;asteroides"
"111","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;avesanii"
"112","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;biavatii"
"113","animal_parasites_or_symbionts;chemoheterotrophy;fermentation;human_associated;human_gut;mammal_gut","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;bifidum"
"114","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;bohemicum"
"115","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;bombi"
"116","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;boum"
"117","animal_parasites_or_symbionts;chemoheterotrophy;fermentation;human_associated;human_gut;mammal_gut","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;breve"
"118","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;callimiconis"
"119","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;callitrichidarum"
"120","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;callitrichos"
"121","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;canis"
"122","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;castoris"
"123","animal_parasites_or_symbionts;chemoheterotrophy;fermentation;human_associated;human_gut;mammal_gut","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;catenulatum"
"124","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;catulorum"
"125","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;cebidarum"
"126","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;choerinum"
"127","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;choladohabitans"
"128","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;choloepi"
"129","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;colobi"
"130","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;commune"
"131","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;criceti"
"132","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;cuniculi"
"133","animal_parasites_or_symbionts;chemoheterotrophy;fermentation;human_associated;human_gut;mammal_gut","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;dentium"
"134","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;dolichotidis"
"135","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;erythrocebi"
"136","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;eulemuris"
"137","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;faecale"
"138","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;felsineum"
"139","animal_parasites_or_symbionts;chemoheterotrophy;fermentation;human_associated;human_gut;mammal_gut","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;gallicum"
"140","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;gallinarum"
"141","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;globosum"
"142","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;goeldii"
"143","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;hapali"
"144","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;imperatoris"
"145","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;indicum"
"146","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;italicum"
"147","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;jacchi"
"148","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;lemurum"
"149","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;leontopitheci"
"150","animal_parasites_or_symbionts;chemoheterotrophy;fermentation;human_associated;human_gut;mammal_gut","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;longum"
"151","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;magnum"
"152","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;margollesii"
"153","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;mellis"
"154","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;merycicum"
"155","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;miconis"
"156","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;miconisargentati"
"157","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;minimum"
"158","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;mizhiense"
"159","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;mongoliense"
"160","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;moraviense"
"161","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;moukalabense"
"162","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;myosotis"
"163","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;oedipodis"
"164","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;olomucense"
"165","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;panos"
"166","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;parmae"
"167","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;phasiani"
"168","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;pluvialisilvae"
"169","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;polysaccharolyticum"
"170","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;pongonis"
"171","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;porcinum"
"172","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;primatium"
"173","animal_parasites_or_symbionts;chemoheterotrophy;fermentation;human_associated;human_gut;mammal_gut","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;pseudocatenulatum"
"174","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;pseudolongum"
"175","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;psychraerophilum"
"176","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;pullorum"
"177","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;ramosum"
"178","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;reuteri"
"179","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;rousetti"
"180","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;ruminantium"
"181","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;saguini"
"182","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;saguinibicoloris"
"183","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;samirii"
"184","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;santillanense"
"185","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;scaligerum"
"186","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;scardovii"
"187","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;simiarum"
"188","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;simiiventris"
"189","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;stellenboschense"
"190","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;subtile"
"191","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;thermacidophilum"
"192","chemoheterotrophy;fermentation","Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;thermophilum"
