"Genome_ID","Gene_ID","Locus_tag","geneAssociation"
"2523231062","2523449205","G398DRAFT_01631","K00382"
"2523231062","2523448015","G398DRAFT_00440","K00074"
"2523231062","2523448414","G398DRAFT_00839","K01069"
"2523231062","2523449398","G398DRAFT_01825","K01676"
"2523231062","2523447999","G398DRAFT_00424","K00134"
"2523231062","2523448484","G398DRAFT_00909","K02114"
"2523231062","2523449717","G398DRAFT_02144","K00174"
"2523231062","2523448171","G398DRAFT_00596","K00626"
"2523231062","2523449397","G398DRAFT_01824","K01678"
"2523231062","2523447788","G398DRAFT_00213","K00029"
"2523231062","2523449922","G398DRAFT_02349","K01604"
"2523231062","2523449716","G398DRAFT_02143","K00175"
"2523231062","2523449422","G398DRAFT_01849","K01069"
"2523231062","2523449738","G398DRAFT_02165","K00341"
"2523231062","2523448981","G398DRAFT_01407","K00330"
"2523231062","2523449381","G398DRAFT_01807","K03738"
"2523231062","2523448016","G398DRAFT_00441","K11645"
"2523231062","2523448290","G398DRAFT_00715","K00174"
"2523231062","2523449701","G398DRAFT_02128","K01895"
"2523231062","2523449320","G398DRAFT_01746","K00339"
"2523231062","2523448219","G398DRAFT_00644","K00074"
"2523231062","2523448156","G398DRAFT_00581","K00074"
"2523231062","2523449737","G398DRAFT_02164","K00342"
"2523231062","2523449810","G398DRAFT_02237","K00937"
"2523231062","2523449736","G398DRAFT_02163","K00343"
"2523231062","2523448745","G398DRAFT_01170","K00616"
"2523231062","2523450396","G398DRAFT_02827","K01810"
"2523231062","2523448609","G398DRAFT_01034","K01715"
"2523231062","2523449928","G398DRAFT_02355","K00249"
"2523231062","2523449733","G398DRAFT_02160","K02108"
"2523231062","2523449214","G398DRAFT_01640","K01895"
"2523231062","2523448244","G398DRAFT_00669","K01595"
"2523231062","2523449684","G398DRAFT_02111","K00615"
"2523231062","2523448979","G398DRAFT_01405","K00332"
"2523231062","2523448723","G398DRAFT_01148","K01689"
"2523231062","2523448006","G398DRAFT_00431","K01715"
"2523231062","2523449080","G398DRAFT_01506","K03738"
"2509601028","2509786176","HolfoDRAFT_1647","K00244"
"2509601028","2509785105","HolfoDRAFT_0576","K00929"
"2509601028","2509787817","HolfoDRAFT_3289","K00134"
"2509601028","2509787608","HolfoDRAFT_3080","K01676"
"2509601028","2509787379","HolfoDRAFT_2850","K00244"
"2509601028","2509784869","HolfoDRAFT_0340","K01958"
"2509601028","2509787789","HolfoDRAFT_3261","K04072"
"2509601028","2509784771","HolfoDRAFT_0242","K00169"
"2509601028","2509785602","HolfoDRAFT_1073","K01057"
"2509601028","2509784796","HolfoDRAFT_0267","K15635"
"2509601028","2509785656","HolfoDRAFT_1127","K00929"
"2509601028","2509787157","HolfoDRAFT_2628","K05606"
"2509601028","2509787172","HolfoDRAFT_2643","K00331"
"2509601028","2509784933","HolfoDRAFT_0404","K00244"
"2509601028","2509787671","HolfoDRAFT_3143","K01026"
"2509601028","2509787815","HolfoDRAFT_3287","K00873"
"2509601028","2509787835","HolfoDRAFT_3307","K01069"
"2509601028","2509785041","HolfoDRAFT_0512","K00626"
"2509601028","2509788095","HolfoDRAFT_3567","K00074"
"2509601028","2509786052","HolfoDRAFT_1523","K02123"
"2509601028","2509784781","HolfoDRAFT_0252","K15987"
"2509601028","2509787981","HolfoDRAFT_3453","K00615"
"2509601028","2509786408","HolfoDRAFT_1879","K00124"
"2509601028","2509787822","HolfoDRAFT_3294","K00239"
"2509601028","2509785375","HolfoDRAFT_0846","K01803"
"2509601028","2509786273","HolfoDRAFT_1744","K01069"
"2509601028","2509785918","HolfoDRAFT_1389","K00239"
"2509601028","2509786096","HolfoDRAFT_1567","K00845"
"2509601028","2509787720","HolfoDRAFT_3192","K01624"
"2509601028","2509784893","HolfoDRAFT_0364","K01810"
"2509601028","2509787991","HolfoDRAFT_3463","K00123"
"2509601028","2509786614","HolfoDRAFT_2085","K00937"
"2509601028","2509786951","HolfoDRAFT_2422","K01689"
"2509601028","2509787607","HolfoDRAFT_3079","K01678"
"2509601028","2509787337","HolfoDRAFT_2808","K15633"
"2509601028","2509787192","HolfoDRAFT_2663","K00342"
"2509601028","2509786160","HolfoDRAFT_1631","K00244"
"2509601028","2509784931","HolfoDRAFT_0402","K00634"
"2509601028","2509784595","HolfoDRAFT_0066","K03737"
"2509601028","2509785397","HolfoDRAFT_0868","K13954"
"2509601028","2509787461","HolfoDRAFT_2932","K01034"
"2509601028","2509788075","HolfoDRAFT_3547","K00925"
"2509601028","2509785501","HolfoDRAFT_0972","K00239"
"2509601028","2509786786","HolfoDRAFT_2257","K00616"
"2509601028","2509785595","HolfoDRAFT_1066","K00244"
"2509601028","2509787153","HolfoDRAFT_2624","K00239"
"2509601028","2509787342","HolfoDRAFT_2813","K00343"
"2509601028","2509784896","HolfoDRAFT_0367","K11645"
"2509601028","2509784770","HolfoDRAFT_0241","K00170"
"2509601028","2509786531","HolfoDRAFT_2002","K00336"
"2509601028","2509786939","HolfoDRAFT_2410","K00382"
"2509601028","2509787196","HolfoDRAFT_2667","K02108"
"2509601028","2509787844","HolfoDRAFT_3316","K01006"
"2509601028","2509787920","HolfoDRAFT_3392","K00244"
"2509601028","2509785482","HolfoDRAFT_0953","K00334"
"2509601028","2509784772","HolfoDRAFT_0243","K00171"
"2509601028","2509786435","HolfoDRAFT_1906","K00334"
"2509601028","2509787670","HolfoDRAFT_3142","K00248"
"2509601028","2509787343","HolfoDRAFT_2814","K00342"
"2509601028","2509787459","HolfoDRAFT_2930","K00335"
"2509601028","2509784676","HolfoDRAFT_0147","K00174"
"2509601028","2509786192","HolfoDRAFT_1663","K00626"
"2509601028","2509786434","HolfoDRAFT_1905","K00335"
"2509601028","2509784669","HolfoDRAFT_0140","K00244"
"2509601028","2509786057","HolfoDRAFT_1528","K02118"
"2509601028","2509786986","HolfoDRAFT_2457","K01808"
"2509601028","2509784764","HolfoDRAFT_0235","K00244"
"2509601028","2509785604","HolfoDRAFT_1075","K00033"
"2509601028","2509787348","HolfoDRAFT_2819","K00337"
"2509601028","2509787346","HolfoDRAFT_2817","K00339"
"2509601028","2509786249","HolfoDRAFT_1720","K00335"
"2509601028","2509784986","HolfoDRAFT_0457","K00239"
"2509601028","2509786163","HolfoDRAFT_1634","K00929"
"2509601028","2509785659","HolfoDRAFT_1130","K00625"
"2509601028","2509785355","HolfoDRAFT_0826","K01902"
"2509601028","2509787187","HolfoDRAFT_2658","K00337"
"2509601028","2509787193","HolfoDRAFT_2664","K00343"
"2509601028","2509786314","HolfoDRAFT_1785","K02115"
"2509601028","2509788131","HolfoDRAFT_3603","K00074"
"2509601028","2509786322","HolfoDRAFT_1793","K00626"
"2509601028","2509786316","HolfoDRAFT_1787","K02114"
"2509601028","2509787191","HolfoDRAFT_2662","K00341"
"2509601028","2509788133","HolfoDRAFT_3605","K00626"
"2509601028","2509785947","HolfoDRAFT_1418","K00925"
"2509601028","2509784675","HolfoDRAFT_0146","K00175"
"2509601028","2509784984","HolfoDRAFT_0455","K15987"
"2509601028","2509788156","HolfoDRAFT_3628","K21071"
"2509601028","2509787197","HolfoDRAFT_2668","K02110"
"2509601028","2509787344","HolfoDRAFT_2815","K00341"
"2509601028","2509787460","HolfoDRAFT_2931","K00123"
"2509601028","2509784736","HolfoDRAFT_0207","K21071"
"2509601028","2509787188","HolfoDRAFT_2659","K00338"
"2509601028","2509787186","HolfoDRAFT_2657","K00333"
"2509601028","2509784985","HolfoDRAFT_0456","K00241"
"2509601028","2509786433","HolfoDRAFT_1904","K00336"
"2509601028","2509785603","HolfoDRAFT_1074","K00036"
"2509601028","2509786182","HolfoDRAFT_1653","K00074"
"2509601028","2509786313","HolfoDRAFT_1784","K02111"
"2509601028","2509787462","HolfoDRAFT_2933","K01035"
"2509601028","2509786137","HolfoDRAFT_1608","K00244"
"2509601028","2509785589","HolfoDRAFT_1060","K03738"
"2509601028","2509786056","HolfoDRAFT_1527","K02117"
"2509601028","2509786058","HolfoDRAFT_1529","K02120"
"2509601028","2509787173","HolfoDRAFT_2644","K00332"
"2509601028","2509787347","HolfoDRAFT_2818","K00338"
"2509601028","2509784681","HolfoDRAFT_0152","K01783"
"2509601028","2509784987","HolfoDRAFT_0458","K00240"
"2509601028","2509787425","HolfoDRAFT_2896","K01958"
"2509601028","2509785356","HolfoDRAFT_0827","K01903"
"2675903157","2676889122","Ga0104498_10790","K02111"
"2675903157","2676889007","Ga0104498_10674","K01783"
"2675903157","2676889426","Ga0104498_11127","K00616"
"2675903157","2676888590","Ga0104498_10345","K13788"
"2675903157","2676888926","Ga0104498_105107","K00163"
"2675903157","2676888986","Ga0104498_10652","K01595"
"2675903157","2676888837","Ga0104498_10518","K01069"
"2675903157","2676888947","Ga0104498_10613","K00873"
"2675903157","2676888572","Ga0104498_10327","K00850"
"2675903157","2676888968","Ga0104498_10634","K00036"
"2675903157","2676889649","Ga0104498_11526","K03885"
"2675903157","2676889120","Ga0104498_10788","K02109"
"2675903157","2676888427","Ga0104498_102107","K21071"
"2675903157","2676889102","Ga0104498_10770","K01621"
"2675903157","2676889124","Ga0104498_10792","K02112"
"2675903157","2676889797","Ga0104498_1216","K00874"
"2675903157","2676889121","Ga0104498_10789","K02113"
"2675903157","2676889796","Ga0104498_1215","K01625"
"2675903157","2676889805","Ga0104498_1224","K04072"
"2675903157","2676889257","Ga0104498_10925","K00845"
"2675903157","2676889119","Ga0104498_10787","K02110"
"2675903157","2676889554","Ga0104498_11338","K01808"
"2675903157","2676888789","Ga0104498_10493","K01689"
"2675903157","2676888571","Ga0104498_10326","K01810"
"2675903157","2676888896","Ga0104498_10577","K00895"
"2675903157","2676888591","Ga0104498_10346","K00925"
"2675903157","2676889400","Ga0104498_1111","K00027"
"2675903157","2676888904","Ga0104498_10585","K00382"
"2675903157","2676889101","Ga0104498_10769","K13953"
"2675903157","2676888964","Ga0104498_10630","K00927"
"2675903157","2676888982","Ga0104498_10648","K01625"
"2675903157","2676888969","Ga0104498_10635","K00615"
"2675903157","2676889607","Ga0104498_11432","K13953"
"2675903157","2676888626","Ga0104498_10381","K00886"
"2675903157","2676888306","Ga0104498_101214","K00626"
"2675903157","2676888963","Ga0104498_10629","K00134"
"2675903157","2676888905","Ga0104498_10586","K00627"
"2675903157","2676889156","Ga0104498_10825","K00845"
"2675903157","2676889719","Ga0104498_1178","K01834"
"2675903157","2676888965","Ga0104498_10631","K01803"
"2675903157","2676888983","Ga0104498_10649","K00874"
"2675903157","2676889284","Ga0104498_10952","K00033"
"2675903157","2676888513","Ga0104498_102193","K00937"
"2675903157","2676888454","Ga0104498_102134","K01624"
"2675903157","2676889123","Ga0104498_10791","K02115"
"2675903157","2676889125","Ga0104498_10793","K02114"
"2675903157","2676888587","Ga0104498_10342","K00656"
"2675903157","2676888275","Ga0104498_101183","K01808"
"2675903157","2676889417","Ga0104498_11118","K01679"
"2675903157","2676889566","Ga0104498_11350","K01006"
"2675903157","2676889118","Ga0104498_10786","K02108"
"2585427650","2586067343","FB03_09020","K00626"
"2585427650","2586066206","FB03_02065","K00615"
"2585427650","2586067065","FB03_07240","K00033"
"2585427650","2586066058","FB03_01215","K00163"
"2585427650","2586066844","FB03_05900","K01624"
"2585427650","2586066201","FB03_02040","K00927"
"2585427650","2586067244","FB03_08450","K02113"
"2585427650","2586066826","FB03_05795","K00874"
"2585427650","2586066184","FB03_01950","K00873"
"2585427650","2586066132","FB03_01625","K01069"
"2585427650","2586067302","FB03_08770","K00616"
"2585427650","2586067242","FB03_08440","K02110"
"2585427650","2586067328","FB03_08935","K00027"
"2585427650","2586066217","FB03_02125","K01625"
"2585427650","2586066986","FB03_06760","K21071"
"2585427650","2586066218","FB03_02130","K00874"
"2585427650","2586067245","FB03_08455","K02111"
"2585427650","2586067139","FB03_07710","K00845"
"2585427650","2586066200","FB03_02035","K00134"
"2585427650","2586066524","FB03_03950","K00121"
"2585427650","2586067059","FB03_07210","K00874"
"2585427650","2586067247","FB03_08465","K02112"
"2585427650","2586067248","FB03_08470","K02114"
"2585427650","2586067307","FB03_08800","K01679"
"2585427650","2586066087","FB03_01360","K00895"
"2585427650","2586066772","FB03_05470","K01006"
"2585427650","2586066455","FB03_03550","K00656"
"2585427650","2586067295","FB03_08735","K15987"
"2585427650","2586066871","FB03_06085","K00845"
"2585427650","2586066078","FB03_01315","K00382"
"2585427650","2586066077","FB03_01310","K00627"
"2585427650","2586066714","FB03_05120","K01834"
"2585427650","2586066810","FB03_05705","K00937"
"2585427650","2586066318","FB03_02715","K03885"
"2585427650","2586066202","FB03_02045","K01803"
"2585427650","2586065905","FB03_00270","K01808"
"2585427650","2586066205","FB03_02060","K00036"
"2585427650","2586066457","FB03_03560","K13788"
"2585427650","2586066458","FB03_03565","K00925"
"2585427650","2586066228","FB03_02195","K01595"
"2585427650","2586066433","FB03_03415","K01810"
"2585427650","2586067241","FB03_08435","K02108"
"2585427650","2586066715","FB03_05125","K04072"
"2585427650","2586066626","FB03_04550","K01689"
"2585427650","2586067229","FB03_08365","K13953"
"2585427650","2586067089","FB03_07380","K00016"
"2585427650","2586067243","FB03_08445","K02109"
"2585427650","2586066254","FB03_02345","K01783"
"2585427650","2586066349","FB03_02890","K13953"
"2585427650","2586067246","FB03_08460","K02115"
"2806310649","2807069663","Ga0317021_101455","K02109"
"2806310649","2807070133","Ga0317021_106163","K00343"
"2806310649","2807069233","Ga0317021_10125","K00170"
"2806310649","2807069212","Ga0317021_1014","K01803"
"2806310649","2807070994","Ga0317021_109100","K01069"
"2806310649","2807069726","Ga0317021_101518","K00240"
"2806310649","2807070126","Ga0317021_106156","K00336"
"2806310649","2807070449","Ga0317021_107105","K01624"
"2806310649","2807070101","Ga0317021_106131","K00240"
"2806310649","2807069572","Ga0317021_101364","K02777"
"2806310649","2807071032","Ga0317021_109138","K00627"
"2806310649","2807070823","Ga0317021_108193","K00016"
"2806310649","2807069664","Ga0317021_101456","K02110"
"2806310649","2807069659","Ga0317021_101451","K02112"
"2806310649","2807069234","Ga0317021_10126","K00169"
"2806310649","2807070125","Ga0317021_106155","K00335"
"2806310649","2807070120","Ga0317021_106150","K00330"
"2806310649","2807069902","Ga0317021_101694","K00937"
"2806310649","2807069311","Ga0317021_101103","K00895"
"2806310649","2807069852","Ga0317021_101644","K00615"
"2806310649","2807069709","Ga0317021_101501","K13788"
"2806310649","2807069418","Ga0317021_101210","K00845"
"2806310649","2807069417","Ga0317021_101209","K01624"
"2806310649","2807069406","Ga0317021_101198","K00886"
"2806310649","2807069710","Ga0317021_101502","K00925"
"2806310649","2807069658","Ga0317021_101450","K02114"
"2806310649","2807069914","Ga0317021_1035","K00027"
"2806310649","2807069661","Ga0317021_101453","K02111"
"2806310649","2807070292","Ga0317021_106322","K01903"
"2806310649","2807070131","Ga0317021_106161","K00341"
"2806310649","2807070122","Ga0317021_106152","K00332"
"2806310649","2807070103","Ga0317021_106133","K00241"
"2806310649","2807069716","Ga0317021_101508","K02784"
"2806310649","2807070293","Ga0317021_106323","K01902"
"2806310649","2807070926","Ga0317021_10930","K21071"
"2806310649","2807070123","Ga0317021_106153","K00333"
"2806310649","2807070127","Ga0317021_106157","K00337"
"2806310649","2807069728","Ga0317021_101520","K00241"
"2806310649","2807070128","Ga0317021_106158","K00338"
"2806310649","2807069727","Ga0317021_101519","K00239"
"2806310649","2807070014","Ga0317021_10644","K01689"
"2806310649","2807070102","Ga0317021_106132","K00239"
"2806310649","2807070809","Ga0317021_108179","K01596"
"2806310649","2807070301","Ga0317021_106331","K00024"
"2806310649","2807071031","Ga0317021_109137","K00382"
"2806310649","2807070437","Ga0317021_10793","K01596"
"2806310649","2807070124","Ga0317021_106154","K00334"
"2806310649","2807070951","Ga0317021_10956","K01783"
"2806310649","2807069235","Ga0317021_10127","K00172"
"2806310649","2807071058","Ga0317021_109164","K00163"
"2806310649","2807069665","Ga0317021_101457","K02108"
"2806310649","2807069660","Ga0317021_101452","K02115"
"2806310649","2807070130","Ga0317021_106160","K00340"
"2806310649","2807069743","Ga0317021_101535","K00886"
"2806310649","2807069892","Ga0317021_101684","K01006"
"2806310649","2807070129","Ga0317021_106159","K00339"
"2806310649","2807071025","Ga0317021_109131","K00656"
"2806310649","2807069214","Ga0317021_1016","K00134"
"2806310649","2807069247","Ga0317021_10139","K00873"
"2806310649","2807070904","Ga0317021_1098","K01810"
"2806310649","2807069574","Ga0317021_101366","K08483"
"2806310649","2807070744","Ga0317021_108114","K00845"
"2806310649","2807071186","Ga0317021_11081","K01834"
"2806310649","2807070132","Ga0317021_106162","K00342"
"2806310649","2807070291","Ga0317021_106321","K00850"
"2806310649","2807069662","Ga0317021_101454","K02113"
"2806310649","2807069213","Ga0317021_1015","K00927"
"2806310649","2807070121","Ga0317021_106151","K00331"
"2806310649","2807069706","Ga0317021_101498","K00616"
"2806310649","2807069939","Ga0317021_10330","K01679"
"2806310649","2807069563","Ga0317021_101355","K01808"
"643886017","644254499","HMPREF0044_1260","K01057"
"643886017","644254463","HMPREF0044_1224","K03885"
"643886017","644254450","HMPREF0044_1214","K02777"
"643886017","644253573","HMPREF0044_0362","K00335"
"643886017","644254103","HMPREF0044_0879","K02109"
"643886017","644254501","HMPREF0044_1262","K00036"
"643886017","644254735","HMPREF0044_1491","K01596"
"643886017","644253568","HMPREF0044_0357","K00330"
"643886017","644253654","HMPREF0044_0439","K00241"
"643886017","644254469","HMPREF0044_1230","K00886"
"643886017","644253579","HMPREF0044_0368","K00341"
"643886017","644253806","HMPREF0044_0585","K01902"
"643886017","644254261","HMPREF0044_1033","K00016"
"643886017","644254101","HMPREF0044_0877","K02108"
"643886017","644254503","HMPREF0044_1264","K00615"
"643886017","644253581","HMPREF0044_0370","K00343"
"643886017","644254496","HMPREF0044_1257","K01803"
"643886017","644253814","HMPREF0044_0593","K01810"
"643886017","644253571","HMPREF0044_0360","K00333"
"643886017","644253655","HMPREF0044_0440","K00239"
"643886017","644254106","HMPREF0044_0882","K02115"
"643886017","644254574","HMPREF0044_1334","K01069"
"643886017","644253405","HMPREF0044_0204","K01624"
"643886017","644253407","HMPREF0044_0206","K00845"
"643886017","644253936","HMPREF0044_0714","K13788"
"643886017","644254288","HMPREF0044_1060","K00627"
"643886017","644253572","HMPREF0044_0361","K00334"
"643886017","644254102","HMPREF0044_0878","K02110"
"643886017","644253580","HMPREF0044_0369","K00342"
"643886017","644253643","HMPREF0044_0428","K00886"
"643886017","644253381","HMPREF0044_0180","K08483"
"643886017","644253576","HMPREF0044_0365","K00338"
"643886017","644253570","HMPREF0044_0359","K00332"
"643886017","644254169","HMPREF0044_0944","K00163"
"643886017","644253551","HMPREF0044_0340","K01006"
"643886017","644253577","HMPREF0044_0366","K00339"
"643886017","644253575","HMPREF0044_0364","K00337"
"643886017","644253569","HMPREF0044_0358","K00331"
"643886017","644253813","HMPREF0044_0592","K00850"
"643886017","644254107","HMPREF0044_0883","K02112"
"643886017","644254105","HMPREF0044_0881","K02111"
"643886017","644253656","HMPREF0044_0441","K00240"
"643886017","644254719","HMPREF0044_1475","K01834"
"643886017","644253935","HMPREF0044_0713","K00925"
"643886017","644253388","HMPREF0044_0187","K02784"
"643886017","644254495","HMPREF0044_1256","K00927"
"643886017","644253387","HMPREF0044_0186","K02777"
"643886017","644254108","HMPREF0044_0884","K02114"
"643886017","644253306","HMPREF0044_0108","K00656"
"643886017","644253578","HMPREF0044_0367","K00340"
"643886017","644254679","HMPREF0044_1435","K00027"
"643886017","644254631","HMPREF0044_1387","K00895"
"643886017","644254327","HMPREF0044_1098","K01676"
"643886017","644254325","HMPREF0044_1096","K00873"
"643886017","644254532","HMPREF0044_1292","K01783"
"643886017","644253574","HMPREF0044_0363","K00336"
"643886017","644254104","HMPREF0044_0880","K02113"
"643886017","644254090","HMPREF0044_0866","K01808"
"643886017","644254694","HMPREF0044_1450","K00845"
"643886017","644253805","HMPREF0044_0584","K01903"
"643886017","644253218","HMPREF0044_0024","K00033"
"643886017","644253831","HMPREF0044_0610","K01689"
"643886017","644253816","HMPREF0044_0595","K00024"
"643886017","644254494","HMPREF0044_1255","K00134"
"643886017","644254289","HMPREF0044_1061","K00382"
"643886017","644253391","HMPREF0044_0190","K01624"
"2523533597","2523896315","G446DRAFT_02259","K00336"
"2523533597","2523896310","G446DRAFT_02254","K00341"
"2523533597","2523895620","G446DRAFT_01563","K00627"
"2523533597","2523894571","G446DRAFT_00510","K02113"
"2523533597","2523894945","G446DRAFT_00888","K00241"
"2523533597","2523896313","G446DRAFT_02257","K00338"
"2523533597","2523896318","G446DRAFT_02262","K00333"
"2523533597","2523894569","G446DRAFT_00508","K02110"
"2523533597","2523894509","G446DRAFT_00448","K00925"
"2523533597","2523895963","G446DRAFT_01906","K03885"
"2523533597","2523894163","G446DRAFT_00102","K01803"
"2523533597","2523895693","G446DRAFT_01636","K02796"
"2523533597","2523894836","G446DRAFT_00777","K08483"
"2523533597","2523895814","G446DRAFT_01757","K01783"
"2523533597","2523895995","G446DRAFT_01938","K00024"
"2523533597","2523896838","G446DRAFT_02782","K01623"
"2523533597","2523894568","G446DRAFT_00507","K02108"
"2523533597","2523894161","G446DRAFT_00100","K00134"
"2523533597","2523894855","G446DRAFT_00796","K00027"
"2523533597","2523895163","G446DRAFT_01106","K00845"
"2523533597","2523894570","G446DRAFT_00509","K02109"
"2523533597","2523896659","G446DRAFT_02603","K01596"
"2523533597","2523895621","G446DRAFT_01564","K00382"
"2523533597","2523896311","G446DRAFT_02255","K00340"
"2523533597","2523896319","G446DRAFT_02263","K00332"
"2523533597","2523894575","G446DRAFT_00514","K02114"
"2523533597","2523895675","G446DRAFT_01618","K01834"
"2523533597","2523896432","G446DRAFT_02376","K00016"
"2523533597","2523896958","G446DRAFT_02902","K01069"
"2523533597","2523895748","G446DRAFT_01691","K01624"
"2523533597","2523894573","G446DRAFT_00512","K02115"
"2523533597","2523894643","G446DRAFT_00582","K00937"
"2523533597","2523895989","G446DRAFT_01932","K01902"
